unique_key,created_date,closed_date,complaint_type,descriptor,agency,borough,resolution_description,status,resolution_hours
64523943,2025-04-01T02:52:11.000,2025-04-03T00:01:37.000,HEAT/HOT WATER,ENTIRE BUILDING,HPD,BRONX,"The Department of Housing Preservation and Development was not able to gain access to your apartment or others in the building to inspect for a lack of heat or hot water. The complaint has been closed. If the condition still exists, please file a new complaint.",Closed,45.2
64528200,2025-04-01T03:04:25.000,2025-04-01T04:39:02.000,Blocked Driveway,No Access,NYPD,BROOKLYN,The Police Department responded to the complaint and took action to fix the condition.,Closed,1.6
64525172,2025-04-01T03:07:24.000,2025-04-01T20:25:24.000,HEAT/HOT WATER,APARTMENT ONLY,HPD,BRONX,The Department of Housing Preservation and Development conducted or attempted to conduct an inspection.  More information about inspection results can be found through HPD's website at www.nyc.gov/hpd by using HPDONLINE (enter your address on the home page) and entering your SR number under the complaint status option.,Closed,17.3
64530517,2025-04-01T03:12:17.000,2025-04-01T04:20:51.000,Blocked Driveway,No Access,NYPD,BROOKLYN,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,Closed,1.1
64528227,2025-04-01T03:12:52.000,2025-04-01T08:04:06.000,Blocked Driveway,No Access,NYPD,BRONX,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,Closed,4.9
64525171,2025-04-01T03:25:03.000,2025-04-04T11:11:45.000,HEAT/HOT WATER,APARTMENT ONLY,HPD,MANHATTAN,HPD responded to a complaint of no heat or hot water in the building. An occupant of the building confirmed heat and hot water had been restored when the Inspector attempted to conduct the inspection or contacted you at the phone number associated with the complaint. The complaint has been closed. Please submit a new service request with 311 if the condition still exists.,Closed,79.8
64523913,2025-04-01T03:26:06.000,2025-04-03T22:02:38.000,HEAT/HOT WATER,APARTMENT ONLY,HPD,BRONX,"The Department of Housing Preservation and Development was not able to gain access to your apartment or others in the building to inspect for a lack of heat or hot water. The complaint has been closed. If the condition still exists, please file a new complaint.",Closed,66.6
64531057,2025-04-01T03:28:04.000,2025-04-04T11:11:45.000,HEAT/HOT WATER,ENTIRE BUILDING,HPD,MANHATTAN,"This complaint is a duplicate of a building-wide condition already reported by another tenant.  The original complaint is still open, and HPD may only need to confirm that the condition exists by inspecting one apartment.  If we cannot contact the tenant from the original complaint or get access to that apartment, HPD may attempt to contact the person who filed this complaint to verify the correction of the condition or may conduct an inspection of your unit. You can check HPDONLINE to see if a",Closed,79.7
64524019,2025-04-01T03:40:12.000,2025-04-03T18:39:00.000,HEAT/HOT WATER,ENTIRE BUILDING,HPD,BROOKLYN,HPD responded to a complaint of no heat or hot water in the building. An occupant of the building confirmed heat and hot water had been restored when the Inspector attempted to conduct the inspection or contacted you at the phone number associated with the complaint. The complaint has been closed. Please submit a new service request with 311 if the condition still exists.,Closed,63.0
64523439,2025-04-01T03:42:42.000,2025-04-01T04:28:03.000,Blocked Driveway,No Access,NYPD,BROOKLYN,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,Closed,0.8
64525199,2025-04-01T03:46:05.000,2025-04-03T18:52:26.000,HEAT/HOT WATER,ENTIRE BUILDING,HPD,BROOKLYN,HPD responded to a complaint of no heat or hot water in the building. An occupant of the building confirmed heat and hot water had been restored when the Inspector attempted to conduct the inspection or contacted you at the phone number associated with the complaint. The complaint has been closed. Please submit a new service request with 311 if the condition still exists.,Closed,63.1
64524796,2025-04-01T03:58:07.000,2025-04-03T00:00:00.000,General Construction/Plumbing,Egress - Doors Locked/Blocked/Improper/No Secondary Means,DOB,QUEENS,"The Department of Buildings attempted to investigate this complaint twice but could not gain access to the location. If the problem still exists, please call 311 and file a new complaint with additional access information. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",Closed,44.0
64526977,2025-04-01T03:59:59.000,2025-04-01T13:43:30.000,Blocked Driveway,No Access,NYPD,BRONX,The Police Department responded and upon arrival those responsible for the condition were gone.,Closed,9.7
64529892,2025-04-01T04:01:04.000,2025-04-03T10:02:10.000,HEAT/HOT WATER,ENTIRE BUILDING,HPD,BRONX,"The Department of Housing Preservation and Development contacted a tenant in the building and verified that the following conditions were corrected. The complaint has been closed. If the condition still exists, please file a new complaint.",Closed,54.0
64527072,2025-04-01T04:03:28.000,2025-04-01T08:51:17.000,Blocked Driveway,No Access,NYPD,BROOKLYN,The Police Department issued a summons in response to the complaint.,Closed,4.8
64526334,2025-04-01T04:04:20.000,2025-04-03T13:03:54.000,HEAT/HOT WATER,APARTMENT ONLY,HPD,BROOKLYN,HPD called the telephone number on file for this complaint.  Someone at that number indicated that the condition was corrected. The complaint has been closed. Please submit a new service request with 311 if the condition still exists.,Closed,57.0
64524627,2025-04-01T04:09:01.000,2025-04-01T05:30:53.000,Blocked Driveway,No Access,NYPD,BRONX,The Police Department issued a summons in response to the complaint.,Closed,1.4
64526305,2025-04-01T04:10:23.000,2025-04-04T15:43:28.000,HEAT/HOT WATER,APARTMENT ONLY,HPD,MANHATTAN,"The Department of Housing Preservation and Development was not able to gain access to your apartment or others in the building to inspect for a lack of heat or hot water. The complaint has been closed. If the condition still exists, please file a new complaint.",Closed,83.6
64524659,2025-04-01T04:14:04.000,2025-04-01T21:27:18.000,Blocked Driveway,Partial Access,NYPD,BRONX,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,Closed,17.2
64523553,2025-04-01T04:28:55.000,2025-04-01T07:45:00.000,Street Condition,Pothole,DOT,MANHATTAN,The Department of Transportation inspected this complaint and repaired the problem.,Closed,3.3
64531129,2025-04-01T04:37:21.000,2025-04-03T17:58:25.000,PLUMBING,BASIN/SINK,HPD,BROOKLYN,"HPD inspected this condition so the complaint has been closed. Violations were issued. The law provides the property owner time to correct the condition(s).  Violation descriptions and the dates for the property owner to correct any violations are available at HPDONLINE.  If the owner has not corrected the condition by the date provided, you may wish to bring a case in housing court seeking the correction of these conditions.To find out more about how to start a housing court case, visit HPD's w",Closed,61.4
64531101,2025-04-01T04:37:40.000,2025-04-03T10:00:33.000,HEAT/HOT WATER,ENTIRE BUILDING,HPD,BRONX,"The Department of Housing Preservation and Development contacted a tenant in the building and verified that the following conditions were corrected. The complaint has been closed. If the condition still exists, please file a new complaint.",Closed,53.4
64526414,2025-04-01T04:40:36.000,2025-04-03T10:00:33.000,HEAT/HOT WATER,ENTIRE BUILDING,HPD,BRONX,"The Department of Housing Preservation and Development contacted a tenant in the building and verified that the following conditions were corrected. The complaint has been closed. If the condition still exists, please file a new complaint.",Closed,53.3
64525128,2025-04-01T04:43:39.000,2025-04-02T19:15:37.000,HEAT/HOT WATER,APARTMENT ONLY,HPD,BRONX,"The Department of Housing Preservation and Development was not able to gain access to your apartment or others in the building to inspect for a lack of heat or hot water. The complaint has been closed. If the condition still exists, please file a new complaint.",Closed,38.5
64528768,2025-04-01T04:44:03.000,2025-04-03T17:15:00.000,HEAT/HOT WATER,ENTIRE BUILDING,HPD,MANHATTAN,"The Department of Housing Preservation and Development was not able to gain access to your apartment or others in the building to inspect for a lack of heat or hot water. The complaint has been closed. If the condition still exists, please file a new complaint.",Closed,60.5
64537714,2025-04-01T04:49:46.000,2025-04-02T00:08:25.000,PLUMBING,WATER SUPPLY,HPD,MANHATTAN,HPD conducted an inspection of this complaint. The conditions observed by the inspector did not violate the housing laws enforced by HPD. The complaint has been closed.,Closed,19.3
64537721,2025-04-01T04:49:46.000,2025-04-02T00:08:25.000,PLUMBING,WATER SUPPLY,HPD,MANHATTAN,HPD conducted an inspection of this complaint. The conditions observed by the inspector did not violate the housing laws enforced by HPD. The complaint has been closed.,Closed,19.3
64526441,2025-04-01T04:52:42.000,2025-04-02T00:08:25.000,PLUMBING,WATER SUPPLY,HPD,MANHATTAN,"This complaint is a duplicate of a building-wide condition already reported by another tenant.  The original complaint is still open, and HPD may only need to confirm that the condition exists by inspecting one apartment.  If we cannot contact the tenant from the original complaint or get access to that apartment, HPD may attempt to contact the person who filed this complaint to verify the correction of the condition or may conduct an inspection of your unit. You can check HPDONLINE to see if a",Closed,19.3
64526440,2025-04-01T04:52:47.000,2025-04-02T00:08:25.000,PLUMBING,WATER SUPPLY,HPD,MANHATTAN,"This complaint is a duplicate of a building-wide condition already reported by another tenant.  The original complaint is still open, and HPD may only need to confirm that the condition exists by inspecting one apartment.  If we cannot contact the tenant from the original complaint or get access to that apartment, HPD may attempt to contact the person who filed this complaint to verify the correction of the condition or may conduct an inspection of your unit. You can check HPDONLINE to see if a",Closed,19.3
64531127,2025-04-01T04:55:44.000,2025-04-02T00:08:25.000,PLUMBING,WATER SUPPLY,HPD,MANHATTAN,"This complaint is a duplicate of a building-wide condition already reported by another tenant.  The original complaint is still open, and HPD may only need to confirm that the condition exists by inspecting one apartment.  If we cannot contact the tenant from the original complaint or get access to that apartment, HPD may attempt to contact the person who filed this complaint to verify the correction of the condition or may conduct an inspection of your unit. You can check HPDONLINE to see if a",Closed,19.2
64526472,2025-04-01T04:55:45.000,2025-04-02T00:08:25.000,PLUMBING,WATER SUPPLY,HPD,MANHATTAN,"This complaint is a duplicate of a building-wide condition already reported by another tenant.  The original complaint is still open, and HPD may only need to confirm that the condition exists by inspecting one apartment.  If we cannot contact the tenant from the original complaint or get access to that apartment, HPD may attempt to contact the person who filed this complaint to verify the correction of the condition or may conduct an inspection of your unit. You can check HPDONLINE to see if a",Closed,19.2
64526442,2025-04-01T04:58:45.000,2025-04-02T00:08:25.000,PLUMBING,WATER SUPPLY,HPD,MANHATTAN,"This complaint is a duplicate of a building-wide condition already reported by another tenant.  The original complaint is still open, and HPD may only need to confirm that the condition exists by inspecting one apartment.  If we cannot contact the tenant from the original complaint or get access to that apartment, HPD may attempt to contact the person who filed this complaint to verify the correction of the condition or may conduct an inspection of your unit. You can check HPDONLINE to see if a",Closed,19.2
